,ID,URL,小区名称,城市,区域,片区,参考均价,建筑年代,总栋数,总户数,开发商,物业费,物业公司,建筑类型,地址
0,1611058087600,http://cd.lianjia.com/xiaoqu/1611058087600,华侨城纯水岸三期,成都,金牛,华侨城,14907,2013年建成,3栋,960户,成都天府华侨城实业发展有限公司,2元/平米/月,深圳市华侨城物业服务有限公司成都分公司,塔楼,(金牛华侨城)华丰路66号
0,1611060366082,http://cd.lianjia.com/xiaoqu/1611060366082,新熙门,成都,金牛,沙湾,11418,2012年建成,3栋,1413户,成都新普瑞实业发展有限公司,2至4元/平米/月,成都名家物业管理有限公司,塔楼/板楼/塔板结合,(金牛沙湾)一环路北一段88号
0,1611058233503,http://cd.lianjia.com/xiaoqu/1611058233503,幸福枫景,成都,金牛,茶店子,10263,2001年建成,5栋,392户,成都金房集团有限公司,1.1至1.5元/平米/月,成都华新锦绣花园物业管理公司,塔楼/塔板结合,(金牛茶店子)蜀明路3号
0,1611041866772,http://cd.lianjia.com/xiaoqu/1611041866772,澳林春天,成都,金牛,一品天下,10361,2009年建成,3栋,855户,成都市泰昌房地产开发有限公司,1.5元/平米/月,成都市中南物业管理公司,板楼,(金牛一品天下)五里墩东街108号
0,3011052224164,http://cd.lianjia.com/xiaoqu/3011052224164,西锦国际,成都,金牛,花牌坊,13382,2009年建成,3栋,697户,成都易和置业有限公司,2.6元/平米/月,成都诚悦时代物业服务有限公司,板楼,(金牛花牌坊)花牌坊北街88号
0,3011055265759,http://cd.lianjia.com/xiaoqu/3011055265759,万科加州湾,成都,金牛,沙湾,13060,2006年建成,2栋,1266户,成都万科房地产有限公司,2元/平米/月,成都万科物业管理有限公司,塔楼/板楼,(金牛沙湾)二环路北一段10号
0,1611061212112,http://cd.lianjia.com/xiaoqu/1611061212112,华润银杏华庭,成都,金牛,五块石,13186,2012年建成,7栋,931户,华润置地（成都）发展有限公司,2.2元/平米/月,成都华润置地物业管理有限公司,板楼/塔板结合,(金牛五块石)五福桥东路6号
0,1611047338092,http://cd.lianjia.com/xiaoqu/1611047338092,香木林加州国际,成都,金牛,营门口,11005,2009年建成,3栋,1313户,成都市香木林置业有限责任公司,1.35至4元/平米/月,北京世邦魏理仕物业管理服务有限公司成都分公司,塔楼,(金牛营门口)二环路北一段83号
0,1611061401241,http://cd.lianjia.com/xiaoqu/1611061401241,居然小区,成都,金牛,高家庄,7245,2012年建成,1栋,644户,四川如阳实业发展有限公司,1.5元/平米/月,香港悦华物业管理有限公司,塔板结合,(金牛高家庄)蜀西环街69号
0,1611041921752,http://cd.lianjia.com/xiaoqu/1611041921752,金沙国际花园,成都,金牛,蜀汉路,11916,2005年建成,12栋,579户,成都合力达房产公司,0.8元/平米/月,四川忠信物业管理有限公司,塔楼/板楼,(金牛蜀汉路)黄苑街8号
0,3011052649674,http://cd.lianjia.com/xiaoqu/3011052649674,懋园国际商住城,成都,金牛,沙湾,9662,1999年建成,21栋,774户,成都市统一建设办公室,0.5至1.68元/平米/月,成都睿邦物业服务有限公司,板楼,(金牛沙湾)金沙路88号
0,1611061096672,http://cd.lianjia.com/xiaoqu/1611061096672,两河锦地,成都,金牛,高家庄,8313,2009年建成,17栋,2020户,成都市岷江房地产开发总公司,1.2元/平米/月,私人承办物业,板楼,(金牛高家庄)黄金东二路26号
0,1611059163335,http://cd.lianjia.com/xiaoqu/1611059163335,新世界丽晶花园,成都,金牛,通惠门,9880,2003年建成,3栋,823户,四川中拓房地产股份有限公司,1.2至2元/平米/月,街道办事处（委员会）代管物业,塔楼/板楼,(金牛通惠门)实业街59号
0,3011054730875,http://cd.lianjia.com/xiaoqu/3011054730875,白鸽岛尚,成都,金牛,高家庄,9945,2008年建成,9栋,1581户,成都瑞阳合能房地产开发有限公司,1.5元/平米/月,长城物业管理公司成都分公司,塔楼/塔板结合,(金牛高家庄)蜀西南三路19号
0,1611041886610,http://cd.lianjia.com/xiaoqu/1611041886610,状元府邸,成都,金牛,一品天下,9354,2008年建成,1栋,563户,四川长富集团,1.5至3.2元/平米/月,四川富馨物业管理有限责任公司,塔楼,(金牛一品天下)蜀汉路218号
0,3011053977876,http://cd.lianjia.com/xiaoqu/3011053977876,龙门镇二期,成都,金牛,沙湾,13103,2013年建成,6栋,2070户,成都瑞发置业有限公司,1.7元/平米/月,成都堒和物业咨询发展有限公司,塔楼,(金牛沙湾)府河桥东路222号
0,3011053383736,http://cd.lianjia.com/xiaoqu/3011053383736,西景花园,成都,金牛,一品天下,9850,2004年建成,4栋,510户,成都金攀置业发展有限公司,1.2元/平米/月,成都汇润物业管理有限公司,塔楼,(金牛一品天下)蜀兴东街6号
0,3011054672194,http://cd.lianjia.com/xiaoqu/3011054672194,芙蓉花园,成都,金牛,通惠门,13794,2004年建成,8栋,931户,无开发商,1.2元/平米/月,街道办事处（委员会）代管物业,塔楼/板楼/塔板结合,(金牛通惠门)西安北路2号
0,3011055065942,http://cd.lianjia.com/xiaoqu/3011055065942,云景豪庭,成都,金牛,五块石,6778,2010年建成,2栋,2379户,成都鑫澜村房地产开发有限公司,1.2元/平米/月,成都嘉锦物业管理有限公司 ,塔楼/板楼,(金牛五块石)站北东街188号
0,1611041919241,http://cd.lianjia.com/xiaoqu/1611041919241,三和花园,成都,金牛,蜀汉路,8674,2000年建成,12栋,480户,四川澳深房地产开发有限公司,0.6元/平米/月,成都利丰物业有限公司,塔楼/板楼/塔板结合,(金牛蜀汉路)同和路9号
0,3011053936753,http://cd.lianjia.com/xiaoqu/3011053936753,丽景湾,成都,金牛,沙湾,8880,2001年建成,10栋,463户,成都市统一建设办公室,0.65元/平米/月,成都市晓初物业管理有限公司,板楼,(金牛沙湾)圃园南二路3号
0,3011053413709,http://cd.lianjia.com/xiaoqu/3011053413709,锦汇花园,成都,金牛,一品天下,11828,1999年建成,25栋,808户,成都泽顺房地产开发有限公司,0.6元/平米/月,四川舜苑资产经营管理有限责任公司	,塔楼/板楼,(金牛一品天下)蜀通街98号
0,1611058501893,http://cd.lianjia.com/xiaoqu/1611058501893,蓝光云鼎,成都,金牛,一品天下,14871,2012年建成,3栋,977户,成都蓝光房地产公司,3元/平米/月,蓝光嘉宝物业服务公司,塔楼/板楼/塔板结合,(金牛一品天下)蜀兴中街111号
0,3011053824237,http://cd.lianjia.com/xiaoqu/3011053824237,沙河源上金府,成都,金牛,五块石,8043,2009年建成,5栋,1772户,成都新聚贤置业有限公司,1.2元/平米/月,成都鸿志物业有限公司,板楼,(金牛五块石)洞子口路168号
0,1611061462318,http://cd.lianjia.com/xiaoqu/1611061462318,保利梧桐语,成都,金牛,高家庄,13241,2014年建成,10栋,1574户,成都保鑫投资有限公司,2.3元/平米/月,保利物业管理有限公司成都分公司,塔板结合,(金牛高家庄)黄金东二路399号
0,1611060281234,http://cd.lianjia.com/xiaoqu/1611060281234,格林尚元丽舍,成都,金牛,马鞍路,7003,2007年建成,1栋,357户,无开发商,1.2元/平米/月,业主自筹物业,板楼,(金牛马鞍路)恒德路18号
0,1611059263182,http://cd.lianjia.com/xiaoqu/1611059263182,城市博客阳光里,成都,金牛,茶店子,11581,2009年建成,1栋,334户,成都市兴蓉投资有限公司,1.6元/平米/月,成都爱地阳光物业管理有限公司,塔楼,(金牛茶店子)安蓉路139号
0,1611058067102,http://cd.lianjia.com/xiaoqu/1611058067102,西西里一期,成都,金牛,茶店子,11788,2008年建成,2栋,658户,成都市捷帝置业有限公司,1.35元/平米/月,成都市逸家物业管理有限责任公司,塔楼/塔板结合,(金牛茶店子)育仁路128号
0,1611047332230,http://cd.lianjia.com/xiaoqu/1611047332230,交大智能三期,成都,金牛,九里堤,10853,2001年建成,8栋,452户,成都交大房产开发有限责任公司,1.25元/平米/月,成都交大智能物业管理有限公司,塔楼/板楼,(金牛九里堤)星汉路33号
0,1611061580219,http://cd.lianjia.com/xiaoqu/1611061580219,远洋朗郡,成都,金牛,高家庄,9949,2012年建成,9栋,1142户,成都朗基地产有限公司,1.8元/平米/月,成都爱地阳光物业管理有限公司,板楼,(金牛高家庄)两河西三路129号
0,1611061148488,http://cd.lianjia.com/xiaoqu/1611061148488,金色港湾,成都,金牛,五块石,7063,2008年建成,2栋,525户,四川省兴民房地产开发有限公司,1.8元/平米/月,私人承办物业,板楼,(金牛五块石)玉居庵东路1号
0,1611061060626,http://cd.lianjia.com/xiaoqu/1611061060626,金牛万达B组团,成都,金牛,金牛万达,13855,2012年建成,2栋,780户,成都金牛万达广场投资有限公司,1.6至2.6元/平米/月,大连万达物业管理有限公司成都分公司,塔楼,(金牛金牛万达)肖家村二巷89号
0,3011052661863,http://cd.lianjia.com/xiaoqu/3011052661863,荷里活,成都,金牛,花牌坊,18794,2012年建成,1栋,610户,无开发商,2.4元/平米/月,业主自筹物业,板楼,(金牛花牌坊)花牌坊街南熏巷28号
0,1611041846597,http://cd.lianjia.com/xiaoqu/1611041846597,市委机关宿舍二期,成都,金牛,一品天下,8094,1998年建成,14栋,520户,成都润馨房地产公司,0.8元/平米/月,私人承办物业,塔楼/板楼,(金牛一品天下)同善街22号
0,1611047367601,http://cd.lianjia.com/xiaoqu/1611047367601,金城丽景,成都,金牛,营门口,10652,2004年建成,7栋,589户, 四川朝阳房地产开发有限责任公司,1.2至4元/平米/月,四川昌达物业管理有限责任公司,塔楼/板楼/塔板结合,(金牛营门口)银沙南街28号
0,1611060367406,http://cd.lianjia.com/xiaoqu/1611060367406,一品天下C区,成都,金牛,一品天下,8434,2007年建成,1栋,234户,元亨集团金港房屋开发公司,0.5元/平米/月,成都市金港物业管理有限责任公司 ,塔楼,(金牛一品天下)营康西路428号
0,1611061883153,http://cd.lianjia.com/xiaoqu/1611061883153,懋园西沿风景,成都,金牛,茶店子,10910,2005年建成,7栋,438户,无开发商,0.65至0.8元/平米/月,私人承办物业,板楼/塔板结合,(金牛茶店子)育德路8号
0,1611058741005,http://cd.lianjia.com/xiaoqu/1611058741005,泰逸阳光,成都,金牛,一品天下,9722,2005年建成,1栋,116户,成都市华峰工贸有限责任公司,1.5元/平米/月,茶店子化成社区街道办,板楼,(金牛一品天下)蜀通西街18号
0,1611062168867,http://cd.lianjia.com/xiaoqu/1611062168867,上层建筑,成都,金牛,蜀汉路,11405,2008年建成,2栋,1494户,无开发商,1.6至1.8元/平米/月,第一太平戴维斯物业顾问有限公司,塔楼/板楼,(金牛蜀汉路)蜀汉路426号
0,1611047303497,http://cd.lianjia.com/xiaoqu/1611047303497,交大智能四期,成都,金牛,西南交大,8997,2001年建成,6栋,462户,西南交通大学房地产开发公司,0.55至0.7元/平米/月,成都交大智能物业管理有限公司,板楼,(金牛西南交大)星河路89号
0,3011053445241,http://cd.lianjia.com/xiaoqu/3011053445241,新和名座,成都,金牛,一品天下,10220,2006年建成,1栋,391户,成都市新和房地产开发有限公司,1.5元/平米/月,成都金房物业服务有限公司,板楼,(金牛一品天下)蜀兴南街8号
0,1611059308454,http://cd.lianjia.com/xiaoqu/1611059308454,格林花园,成都,金牛,一品天下,9490,2000年建成,7栋,298户,成都市开元房地产开发有限责任公司,1至1.2元/平米/月,成都花园物业管理有限责任公司,板楼,(金牛一品天下)蜀汉路208号
0,3011052557144,http://cd.lianjia.com/xiaoqu/3011052557144,书香门第,成都,金牛,花牌坊,11922,2004年建成,4栋,707户,成都宇亮实业有限公司,1.3元/平米/月,业主自筹物业,塔楼/板楼,(金牛花牌坊)西体北路2号
0,1611061673491,http://cd.lianjia.com/xiaoqu/1611061673491,碧园公寓,成都,金牛,花牌坊,12451,2004年建成,4栋,303户,成都华业物业发展有限责任公司 ,1.5元/平米/月,街道办事处（委员会）代管物业,板楼/塔板结合,(金牛花牌坊)交通巷38号
0,1611042029094,http://cd.lianjia.com/xiaoqu/1611042029094,锦西名宅西区,成都,金牛,营门口,9891,2002年建成,6栋,503户,天合房屋开发有限责任公司,0.8至2元/平米/月,重庆隆鑫物业管理有限公司成都分公司,板楼,(金牛营门口)银河路1号
0,1611057881814,http://cd.lianjia.com/xiaoqu/1611057881814,博雅馨地,成都,金牛,茶店子,9573,2004年建成,4栋,292户,成都靖祥公司,0.8元/平米/月,成都市晓初物业管理有限公司,板楼,(金牛茶店子)育卉街48号
0,1611057361846,http://cd.lianjia.com/xiaoqu/1611057361846,泰基北锦,成都,金牛,金牛万达,9176,2009年建成,1栋,432户,无开发商,1.2元/平米/月,成都锦苑物业服务有限公司,塔楼,(金牛金牛万达)梁家巷互助路2号
0,1611047613153,http://cd.lianjia.com/xiaoqu/1611047613153,菁华园,成都,金牛,九里堤,8326,2001年建成,5栋,378户,"成都成房置业有限公司,成房置业有限公司",0.6元/平米/月,私人承办物业,板楼,(金牛九里堤)九里堤北路6号
0,3011054776444,http://cd.lianjia.com/xiaoqu/3011054776444,西线阳光,成都,金牛,高家庄,9800,2007年建成,7栋,1307户,成都市华东房地产开发有限公司,1.2元/平米/月,成都家园物业管理公司,板楼,(金牛高家庄)黄金路9号
0,3011054063638,http://cd.lianjia.com/xiaoqu/3011054063638,府河路苑,成都,金牛,九里堤,8810,2012年建成,8栋,1556户,成都铁路局,1.2元/平米/月,私人承办物业,塔板结合,(金牛九里堤)二环路北二段199号
0,1611061493025,http://cd.lianjia.com/xiaoqu/1611061493025,华侨城原岸,成都,金牛,华侨城,11737,2014年建成,9栋,2454户,成都天府华侨城实业发展有限公司,2.8元/平米/月,深圳市华侨城物业服务有限公司成都分公司,塔楼/塔板结合,(金牛华侨城)三环路北一段393号
0,1611061443095,http://cd.lianjia.com/xiaoqu/1611061443095,芙蓉华庭,成都,金牛,金牛万达,8026,2008年建成,1栋,453户,成都天赐房地产开发有限责任公司,1元/平米/月,四川同心物业管理有限责任公司,板楼,(金牛金牛万达)红旗巷2号
0,1611048469528,http://cd.lianjia.com/xiaoqu/1611048469528,博雅庭韵,成都,金牛,蜀汉路,10028,2003年建成,4栋,452户,成都万博置业有限公司,1.1元/平米/月,成都兴家物业有限公司,板楼,(金牛蜀汉路)同怡路6号
0,1611047638533,http://cd.lianjia.com/xiaoqu/1611047638533,西沙美景小区,成都,金牛,沙湾,9501,2008年建成,1栋,354户,成都环西实业有限公司,1.55元/平米/月,成都市佳宜物业管理有限公司,塔板结合,(金牛沙湾)二环路北一段68号
0,1611047368901,http://cd.lianjia.com/xiaoqu/1611047368901,新桥逸景B区,成都,金牛,金府,7309,2010年建成,7栋,1449户,无开发商,1.4元/平米/月,金科物业服务有限公司成都分公司,塔楼/塔板结合,(金牛金府)甘泉路5号
0,1611047108094,http://cd.lianjia.com/xiaoqu/1611047108094,四季香榭,成都,金牛,西南交大,9060,2003年建成,7栋,420户,成都建设发展股份有限公司,1.2元/平米/月,成都春雨物业有限责任公司,板楼/塔板结合,(金牛西南交大)交大路209号
0,1611047844475,http://cd.lianjia.com/xiaoqu/1611047844475,九峰花园,成都,金牛,花照壁,8511,2013年建成,1栋,448户,成都金府油脂有限责任公司,1.2元/平米/月,成都九峰物业管理有限公司,板楼/塔板结合,(金牛花照壁)金府路198号
0,3011053753580,http://cd.lianjia.com/xiaoqu/3011053753580,凌江尚府,成都,金牛,五块石,9012,2009年建成,2栋,923户,成都市正成投资开发有限公司,0.8元/平米/月,成都市中骏物业管理有限公司,板楼,(金牛五块石)旺泉街10号
0,3011053425779,http://cd.lianjia.com/xiaoqu/3011053425779,启明西苑,成都,金牛,一品天下,9002,2000年建成,2栋,192户,无开发商,0.5元/平米/月,私人承办物业,板楼,(金牛一品天下)蜀汉路346号
0,1611047737564,http://cd.lianjia.com/xiaoqu/1611047737564,凤凰栖,成都,金牛,营门口,10456,2000年建成,9栋,300户,成都金房集团有限公司,0.6元/平米/月,成都心连心物业管理有限公司,板楼/塔板结合,(金牛营门口)营门口金房苑东路48号
0,3011054351393,http://cd.lianjia.com/xiaoqu/3011054351393,金都苑,成都,金牛,五块石,8860,2009年建成,6栋,1086户,四川联群投资有限公司 ,1.2元/平米/月,成都润无声物业,板楼,(金牛五块石)赛云台西一路47号
0,1611047393985,http://cd.lianjia.com/xiaoqu/1611047393985,和睦人家三期,成都,金牛,营门口,12073,2005年建成,11栋,729户,中铁房地产集团四川有限公司,0.9元/平米/月,成都中铁二局集团物业管理有限公司,板楼/塔板结合,(金牛营门口)花照壁中横街78号
0,1611058082282,http://cd.lianjia.com/xiaoqu/1611058082282,华侨城纯水岸二期,成都,金牛,华侨城,17050,2010年建成,9栋,1436户,成都天府华侨城实业发展有限公司,2元/平米/月,深圳市华侨城物业服务有限公司成都分公司,板楼/塔板结合,(金牛华侨城)华丰路66号
0,3011055297025,http://cd.lianjia.com/xiaoqu/3011055297025,黄忠芙蓉苑,成都,金牛,蜀汉路,8652,2003年建成,4栋,277户,成都金房集团有限公司,0.6元/平米/月,成都金房物业服务有限公司,板楼/塔板结合,(金牛蜀汉路)黄总横街3号
0,1611047645315,http://cd.lianjia.com/xiaoqu/1611047645315,金牛新都会,成都,金牛,花照壁,12172,2013年建成,4栋,2249户,成都万通时尚置业有限公司,2.2至4.6元/平米/月,成都蜀信物业服务有限公司,塔楼/塔板结合,(金牛花照壁)金府路88号
0,1611047369059,http://cd.lianjia.com/xiaoqu/1611047369059,新桥逸景C区,成都,金牛,金府,7539,2010年建成,5栋,981户,无开发商,0.25元/平米/月,金科物业服务有限公司成都分公司,塔楼/板楼,(金牛金府)甘泉路6号
0,3011054747723,http://cd.lianjia.com/xiaoqu/3011054747723,福祥家园瑞康苑,成都,金牛,茶店子,8712,2007年建成,25栋,1080户,暂无信息,0.3元/平米/月,暂无信息,板楼,(金牛茶店子)育仁东路19号
0,1611047625464,http://cd.lianjia.com/xiaoqu/1611047625464,交大南园,成都,金牛,西南交大,10238,2001年建成,28栋,1420户,无开发商,0.5元/平米/月,四川西南交大兴建置业有限公司,板楼,(金牛西南交大)二环路北一段111号
0,3011055244769,http://cd.lianjia.com/xiaoqu/3011055244769,惠民苑,成都,金牛,蜀汉路,8540,2000年建成,15栋,868户,中房集团成都房地产开发总公司,0.4元/平米/月,成都心连心物业管理有限公司,板楼/塔板结合,(金牛蜀汉路)同和路99号
0,3011053523244,http://cd.lianjia.com/xiaoqu/3011053523244,锦泰世家,成都,金牛,金牛万达,8594,2005年建成,3栋,578户,成都蓝光房地产公司,1.2元/平米/月,成都德昌行物业服务有限公司,塔楼,(金牛金牛万达)田家巷32号
0,1611063614968,http://cd.lianjia.com/xiaoqu/1611063614968,华侨城东岸一期,成都,金牛,华侨城,20848,2011年建成,74栋,835户,成都天府华侨城实业发展有限公司,3.5至4.5元/平米/月,深圳市华侨城物业服务有限公司成都分公司,塔板结合,(金牛华侨城)金丰路283号
0,3011055270333,http://cd.lianjia.com/xiaoqu/3011055270333,益民苑,成都,金牛,蜀汉路,7909,1998年建成,17栋,1030户,成都金房集团有限公司,0.5元/平米/月,成都金房物业服务有限公司,板楼/塔板结合,(金牛蜀汉路)同和路39号
0,1611060914615,http://cd.lianjia.com/xiaoqu/1611060914615,豪瑞新界,成都,金牛,通惠门,8548,2005年建成,1栋,253户,无开发商,1.8至2元/平米/月,街道办事处（委员会）代管物业,板楼,(金牛通惠门)西安中路8号
0,1610207281558449,http://cd.lianjia.com/xiaoqu/1610207281558449,鲁能城,成都,成华,万年场,暂无报价,2017年建成,9栋,1425户,成都鲁能置业有限公司,2.7元/平米/月,重庆鲁能物业服务有限公司成都分公司,塔楼/塔板结合,(成华万年场)槐树店一路300号
0,1611058539176,http://cd.lianjia.com/xiaoqu/1611058539176,新和理想家,成都,金牛,一品天下,11794,2007年建成,1栋,396户,成都新和房地产开发有限公司,1.2元/平米/月,成都市新和房地产开发有限公司,塔板结合,(金牛一品天下)蜀兴南街8号
0,3011053441739,http://cd.lianjia.com/xiaoqu/3011053441739,唯特郡,成都,金牛,一品天下,12002,2007年建成,2栋,331户,成都泰怡实业发展有限公司,1.5元/平米/月,私人承办物业,板楼,(金牛一品天下)蜀蓉路6号
0,1611061269570,http://cd.lianjia.com/xiaoqu/1611061269570,圃园小筑,成都,金牛,沙湾,8740,2005年建成,1栋,184户,无开发商,1.2元/平米/月,私人承办物业,板楼,(金牛沙湾)二环路北一段72号
0,1611061444379,http://cd.lianjia.com/xiaoqu/1611061444379,禾嘉利好,成都,金牛,金牛万达,8004,2007年建成,3栋,577户,成都中汽置业有限公司,1.2元/平米/月,业主自筹物业,塔楼,(金牛金牛万达)二环路北三段199号
0,1611059164621,http://cd.lianjia.com/xiaoqu/1611059164621,锦江岸,成都,金牛,马鞍路,10418,2008年建成,1栋,184户,无开发商,1.2至2.5元/平米/月,业主自筹物业,板楼,(金牛马鞍路)金牛星辉东路23号
0,3011053933070,http://cd.lianjia.com/xiaoqu/3011053933070,金沙美邻丽雅苑,成都,金牛,蜀汉路,8700,2008年建成,9栋,632户,无开发商,0.5元/平米/月,私人承办物业,板楼,(金牛蜀汉路)星河街40号
0,1611059172164,http://cd.lianjia.com/xiaoqu/1611059172164,北辰花园,成都,金牛,马鞍路,9541,2000年建成,3栋,269户,无开发商,1.2元/平米/月,业主自筹物业,板楼,(金牛马鞍路)一环路北四段112号
0,1611059160786,http://cd.lianjia.com/xiaoqu/1611059160786,黄忠爱丽舍,成都,金牛,蜀汉路,8223,2003年建成,1栋,210户,无开发商,0.8元/平米/月,私人承办物业,板楼,(金牛蜀汉路)黄忠路5号
0,1611047362415,http://cd.lianjia.com/xiaoqu/1611047362415,众合华庭,成都,金牛,西南交大,10416,2000年建成,6栋,403户,成都五岳房地产开发有限公司,0.55至0.65元/平米/月,四川省润无声物业发展有限责任公司,板楼,(金牛西南交大)星辰西二巷2号
0,1611041874502,http://cd.lianjia.com/xiaoqu/1611041874502,汇景新村,成都,金牛,营门口,9780,2000年建成,9栋,361户,成都金房集团有限公司,0.5至1.2元/平米/月,成都心连心物业管理有限公司,板楼,(金牛营门口)金房苑西路9号
0,1611064006367,http://cd.lianjia.com/xiaoqu/1611064006367,瑞安城中汇,成都,金牛,金牛万达,10840,2015年建成,9栋,2066户,成都翔龙房地产有限公司,3.2元/平米/月,第一太平戴维斯物业顾问（成都）有限公司,塔楼/板楼/塔板结合,(金牛金牛万达)解放路一段139号（二环沙河畔入口处）
0,3011055841407,http://cd.lianjia.com/xiaoqu/3011055841407,平安苑,成都,金牛,金牛万达,8994,2003年建成,8栋,472户,中房集团成都房地产开发有限公司,0.8元/平米/月, 中房物业管理,板楼,(金牛金牛万达)泰宏街8号
0,1611041793000,http://cd.lianjia.com/xiaoqu/1611041793000,金沙古韵,成都,金牛,蜀汉路,12099,2005年建成,5栋,219户,成都广福房地产开发有限公司,0.8元/平米/月,成都仁和春天物业管理有限公司,塔板结合,(金牛蜀汉路)黄忠街18号
0,3011053760730,http://cd.lianjia.com/xiaoqu/3011053760730,一环路北三段74号,成都,金牛,马鞍路,7977,2004年建成,2栋,160户,无开发商,0.5元/平米/月,业主自筹物业,板楼,(金牛马鞍路)一环路北三段74号
0,1611047575880,http://cd.lianjia.com/xiaoqu/1611047575880,欧美苑,成都,金牛,九里堤,7366,2003年建成,5栋,573户,成都信德实业有限公司,0.65至1.2元/平米/月,成都交大智能物业管理有限公司,板楼,(金牛九里堤)九里堤中路223号
0,3011053930906,http://cd.lianjia.com/xiaoqu/3011053930906,金沙美邻丽锦苑,成都,金牛,蜀汉路,9044,2008年建成,8栋,516户,无开发商,0.3元/平米/月,私人承办物业,塔板结合,(金牛蜀汉路)星河街15号
0,1611047109218,http://cd.lianjia.com/xiaoqu/1611047109218,交大北园,成都,金牛,西南交大,10981,1998年建成,49栋,1775户,成都新世宇有限公司,0.5至1.2元/平米/月,私人承办物业,塔楼/板楼,(金牛西南交大)二环路北一段111号附40号
0,1611047364874,http://cd.lianjia.com/xiaoqu/1611047364874,天地芳苑,成都,金牛,西南交大,8192,2001年建成,11栋,675户,四川天地投资置业有限公司,0.7至1.1元/平米/月,四川天地置业物业有限公司,板楼,(金牛西南交大)星辰路58号
0,1611060794403,http://cd.lianjia.com/xiaoqu/1611060794403,西锦国际二期,成都,金牛,花牌坊,14667,2013年建成,3栋,365户,成都易和置业有限公司,4元/平米/月,成都上实锦绣物业服务有限公司	,板楼/塔板结合,(金牛花牌坊)花牌坊北街99号
0,1611047108501,http://cd.lianjia.com/xiaoqu/1611047108501,千禧花园,成都,金牛,金府,9423,2000年建成,14栋,504户,成都市明阳房地产开发公司,0.9元/平米/月,成都市明阳物业有限公司	,板楼,(金牛金府)九里堤西路3号
0,1611047601669,http://cd.lianjia.com/xiaoqu/1611047601669,蓝色空间如意府,成都,金牛,花照壁,9941,2003年建成,12栋,388户,成都市房地产经营公司,0.6至1.2元/平米/月,成都爱地阳光物业管理有限公司,板楼,(金牛花照壁)长兰路1号
0,1611061515667,http://cd.lianjia.com/xiaoqu/1611061515667,千和茗居,成都,金牛,茶店子,10252,2003年建成,7栋,264户,成都千和物业发展有限公司,0.6元/平米/月,成都天和物业管理有限公司,板楼,(金牛茶店子)蜀明西路6号
0,3011055676316,http://cd.lianjia.com/xiaoqu/3011055676316,绿洲华苑,成都,金牛,蜀汉路,9599,2004年建成,5栋,222户,成建集团开发责任有限公司,0.8元/平米/月,成建物业管理有限公司,塔板结合,(金牛蜀汉路)蜀汉路530号
0,1611061351514,http://cd.lianjia.com/xiaoqu/1611061351514,经典再现,成都,金牛,金牛万达,8077,2010年建成,1栋,340户,成都市千福置地开发有限公司,1.2元/平米/月,成都恒安五洲物业管理有限公司,板楼,(金牛金牛万达)解放路一段194号
0,3011054751474,http://cd.lianjia.com/xiaoqu/3011054751474,金港湾花园二期,成都,金牛,茶店子,9887,2003年建成,10栋,512户,金港房地产有限责任公司,0.6至1元/平米/月,成都金港湾物业管理有限公司,板楼,(金牛茶店子)蜀光路16号
0,1611059566439,http://cd.lianjia.com/xiaoqu/1611059566439,一品天下A区,成都,金牛,茶店子,12113,2005年建成,2栋,140户,无开发商,1.2元/平米/月,私人承办物业,板楼,(金牛茶店子)营康西路468号
0,1611060723979,http://cd.lianjia.com/xiaoqu/1611060723979,城隍商筑,成都,金牛,马鞍路,6607,2000年建成,1栋,308户,无开发商,0.5元/平米/月,业主自筹物业,板楼,(金牛马鞍路)城隍东巷80号
0,3011056102021,http://cd.lianjia.com/xiaoqu/3011056102021,一品荷花,成都,金牛,五块石,7611,2008年建成,1栋,648户,暂无信息,1.18元/平米/月,暂无信息,塔楼,(金牛五块石)北站东二路26号
0,1611047639274,http://cd.lianjia.com/xiaoqu/1611047639274,佳美花园,成都,金牛,九里堤,8168,1998年建成,10栋,341户,成都佳美房地产开发有限公司,0.7元/平米/月,成都佳美物业管理有限公司,板楼,(金牛九里堤)星汉路7号
0,1611047708295,http://cd.lianjia.com/xiaoqu/1611047708295,金府路6号,成都,金牛,花照壁,9612,2005年建成,16栋,472户,成都福瑞斯特开发有限公司,1.8元/平米/月,私人承办物业,塔板结合,(金牛花照壁)金府路6号
0,3011053763086,http://cd.lianjia.com/xiaoqu/3011053763086,水晶花园,成都,金牛,马鞍路,9059,2000年建成,1栋,140户,无开发商,0.5元/平米/月,业主自筹物业,板楼,(金牛马鞍路)星辉西路5号
0,1611047109002,http://cd.lianjia.com/xiaoqu/1611047109002,交大智能一期南苑,成都,金牛,西南交大,8049,2000年建成,10栋,548户,成都交大房产开发有限责任公司,0.5元/平米/月,成都交大智能物业管理有限公司,塔楼/板楼,(金牛西南交大)群星路7号
0,166986511692080,http://cd.lianjia.com/xiaoqu/166986511692080,中房北极星花园,成都,金牛,马鞍路,11829,2016年建成,3栋,944户,中房集团成都房地产开发有限公司,2.4元/平米/月, 中房物业管理,塔楼,(金牛马鞍路)花圃路1号（第四人民医院对面）
